,ID,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12
0,267171,0,1,0,1,0,0,0,0,0,0,0,0
1,294767,0,1,0,1,0,0,0,0,0,0,0,0
2,301707,0,1,0,1,0,0,0,0,0,0,0,0
3,305051,0,0,0,1,0,0,0,1,0,0,0,0
4,371476,0,0,0,1,0,0,0,1,0,0,0,0
5,379439,0,0,0,1,0,0,0,1,0,0,0,0
6,389804,0,0,0,1,0,0,0,1,0,0,0,0
