,ID,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12
0,1509,1,0,1,0,1,0,1,0,1,0,1,0
1,1901,1,0,1,0,1,0,1,0,1,0,1,0
2,2544,1,0,1,0,1,0,1,0,1,0,1,0
3,3201,1,0,1,0,1,0,1,0,1,0,1,0
4,5115,1,0,1,0,1,0,1,0,1,0,1,0
5,7208,1,0,1,0,1,0,1,0,1,0,1,0
6,8149,1,0,1,0,1,0,1,0,1,0,1,0
7,8997,1,0,1,0,1,0,1,0,1,0,1,0
8,9404,1,0,1,0,1,0,1,0,1,0,1,0
9,12776,1,0,1,0,1,0,1,0,1,0,1,0
10,13017,1,0,1,0,1,0,1,0,1,0,1,0
11,14311,1,0,1,0,1,0,1,0,1,0,1,0
12,15835,1,0,1,0,1,0,1,0,1,0,1,0
13,17423,1,0,1,0,1,0,1,0,1,0,1,0
14,17474,1,0,1,0,1,0,1,0,1,0,1,0
15,20195,1,0,1,0,1,0,1,0,1,0,1,0
16,23642,1,0,1,0,1,0,1,0,1,0,1,0
17,24473,1,0,1,0,1,0,1,0,1,0,1,0
18,24673,1,0,1,0,1,0,1,0,1,0,1,0
19,25525,1,0,1,0,1,0,1,0,1,0,1,0
20,26257,1,0,1,0,1,0,1,0,1,0,1,0
21,31277,1,0,1,0,1,0,1,0,1,0,1,0
22,31515,1,0,1,0,1,0,1,0,1,0,1,0
23,34807,1,0,1,0,1,0,1,0,1,0,1,0
24,36088,1,0,1,0,1,0,1,0,1,0,1,0
25,38507,1,0,1,0,1,0,1,0,1,0,1,0
26,44070,1,0,1,0,1,0,1,0,1,0,1,0
27,44961,1,0,1,0,1,0,1,0,1,0,1,0
28,45484,1,0,1,0,1,0,1,0,1,0,1,0
29,46103,1,0,1,0,1,0,1,0,1,0,1,0
30,46491,1,0,1,0,1,0,1,0,1,0,1,0
31,48614,1,0,1,0,1,0,1,0,1,0,1,0
32,48906,1,0,1,0,1,0,1,0,1,0,1,0
33,49860,1,0,1,0,1,0,1,0,1,0,1,0
34,51720,1,0,1,0,1,0,1,0,1,0,1,0
35,51813,1,0,1,0,1,0,1,0,1,0,1,0
36,54066,1,0,1,0,1,0,1,0,1,0,1,0
37,55175,1,0,1,0,1,0,1,0,1,0,1,0
38,59457,1,0,1,0,1,0,1,0,1,0,1,0
39,60422,1,0,1,0,1,0,1,0,1,0,1,0
40,60429,1,0,1,0,1,0,1,0,1,0,1,0
41,60583,1,0,1,0,1,0,1,0,1,0,1,0
42,61141,1,0,1,0,1,0,1,0,1,0,1,0
43,65344,1,0,1,0,1,0,1,0,1,0,1,0
44,68737,1,0,1,0,1,0,1,0,1,0,1,0
45,74198,1,0,1,0,1,0,1,0,1,0,1,0
46,74206,1,0,1,0,1,0,1,0,1,0,1,0
47,76055,1,0,1,0,1,0,1,0,1,0,1,0
48,77814,1,0,1,0,1,0,1,0,1,0,1,0
49,78912,1,0,1,0,1,0,1,0,1,0,1,0
50,79600,1,0,1,0,1,0,1,0,1,0,1,0
51,80908,1,0,1,0,1,0,1,0,1,0,1,0
52,84728,1,0,1,0,1,0,1,0,1,0,1,0
53,85664,1,0,1,0,1,0,1,0,1,0,1,0
54,87219,1,0,1,0,1,0,1,0,1,0,1,0
55,88556,1,0,1,0,1,0,1,0,1,0,1,0
56,94069,1,0,1,0,1,0,1,0,1,0,1,0
57,97143,1,0,1,0,1,0,1,0,1,0,1,0
58,104568,1,0,1,0,1,0,1,0,1,0,1,0
59,105442,1,0,1,0,1,0,1,0,1,0,1,0
60,108486,1,0,1,0,1,0,1,0,1,0,1,0
61,109849,1,0,1,0,1,0,1,0,1,0,1,0
62,116480,1,0,1,0,1,0,1,0,1,0,1,0
63,117914,1,0,1,0,1,0,1,0,1,0,1,0
64,118424,1,0,1,0,1,0,1,0,1,0,1,0
65,119830,1,0,1,0,1,0,1,0,1,0,1,0
66,120621,1,0,1,0,1,0,1,0,1,0,1,0
67,120949,1,0,1,0,1,0,1,0,1,0,1,0
68,121161,1,0,1,0,1,0,1,0,1,0,1,0
69,123234,1,0,1,0,1,0,1,0,1,0,1,0
70,123427,1,0,1,0,1,0,1,0,1,0,1,0
71,125407,1,0,1,0,1,0,1,0,1,0,1,0
72,126413,1,0,1,0,1,0,1,0,1,0,1,0
73,128177,1,0,1,0,1,0,1,0,1,0,1,0
74,128783,1,0,1,0,1,0,1,0,1,0,1,0
75,129507,1,0,1,0,1,0,1,0,1,0,1,0
76,130549,1,0,1,0,1,0,1,0,1,0,1,0
77,134632,1,0,1,0,1,0,1,0,1,0,1,0
78,136162,1,0,1,0,1,0,1,0,1,0,1,0
79,137137,1,0,1,0,1,0,1,0,1,0,1,0
80,137165,1,0,1,0,1,0,1,0,1,0,1,0
81,140010,1,0,1,0,1,0,1,0,1,0,1,0
82,141758,1,0,1,0,1,0,1,0,1,0,1,0
83,145478,1,0,1,0,1,0,1,0,1,0,1,0
84,147920,1,0,1,0,1,0,1,0,1,0,1,0
85,149160,1,0,1,0,1,0,1,0,1,0,1,0
86,154580,1,0,1,0,1,0,1,0,1,0,1,0
87,156754,1,0,1,0,1,0,1,0,1,0,1,0
88,157690,1,0,1,0,1,0,1,0,1,0,1,0
89,158489,1,0,1,0,1,0,1,0,1,0,1,0
90,161460,1,0,1,0,1,0,1,0,1,0,1,0
91,161993,1,0,1,0,1,0,1,0,1,0,1,0
92,162972,1,0,1,0,1,0,1,0,1,0,1,0
93,163006,1,0,1,0,1,0,1,0,1,0,1,0
94,163520,1,0,1,0,1,0,1,0,1,0,1,0
95,164195,1,0,1,0,1,0,1,0,1,0,1,0
96,165504,1,0,1,0,1,0,1,0,1,0,1,0
97,167645,1,0,1,0,1,0,1,0,1,0,1,0
98,169108,1,0,1,0,1,0,1,0,1,0,1,0
99,169225,1,0,1,0,1,0,1,0,1,0,1,0
100,169695,1,0,1,0,1,0,1,0,1,0,1,0
101,175844,1,0,1,0,1,0,1,0,1,0,1,0
102,176186,1,0,1,0,1,0,1,0,1,0,1,0
103,177502,1,0,1,0,1,0,1,0,1,0,1,0
104,177924,1,0,1,0,1,0,1,0,1,0,1,0
105,180355,1,0,1,0,1,0,1,0,1,0,1,0
106,182833,1,0,1,0,1,0,1,0,1,0,1,0
107,185024,1,0,1,0,1,0,1,0,1,0,1,0
108,187448,1,0,1,0,1,0,1,0,1,0,1,0
109,187678,1,0,1,0,1,0,1,0,1,0,1,0
110,187930,1,0,1,0,1,0,1,0,1,0,1,0
111,188719,1,0,1,0,1,0,1,0,1,0,1,0
112,190696,1,0,1,0,1,0,1,0,1,0,1,0
113,194204,1,0,1,0,1,0,1,0,1,0,1,0
114,201104,1,0,1,0,1,0,1,0,1,0,1,0
115,201684,1,0,1,0,1,0,1,0,1,0,1,0
116,203266,1,0,1,0,1,0,1,0,1,0,1,0
117,207774,1,0,1,0,1,0,1,0,1,0,1,0
118,208517,1,0,1,0,1,0,1,0,1,0,1,0
119,210571,1,0,1,0,1,0,1,0,1,0,1,0
120,212091,1,0,1,0,1,0,1,0,1,0,1,0
121,213520,1,0,1,0,1,0,1,0,1,0,1,0
122,213554,1,0,1,0,1,0,1,0,1,0,1,0
123,213839,1,0,1,0,1,0,1,0,1,0,1,0
124,215507,1,0,1,0,1,0,1,0,1,0,1,0
125,215679,1,0,1,0,1,0,1,0,1,0,1,0
126,217053,1,0,1,0,1,0,1,0,1,0,1,0
127,217733,1,0,1,0,1,0,1,0,1,0,1,0
128,218377,1,0,1,0,1,0,1,0,1,0,1,0
129,222484,1,0,1,0,1,0,1,0,1,0,1,0
130,224428,1,0,1,0,1,0,1,0,1,0,1,0
131,227031,1,0,1,0,1,0,1,0,1,0,1,0
132,227153,1,0,1,0,1,0,1,0,1,0,1,0
